cluster_index	ATTRIBUTE_diet	ATTRIBUTE_HostSpecies	ATTRIBUTE_SampleType	Compound_Name	GNPSLibraryURL	MassDiff	MQScore	MZErrorPPM	precursor_mass	RTConsensus
1792	"omnivores,herbivores,Meat,QC"	"Zebra,Sheep,Chimp,Rhino,Donkey,QC,Elephant,Lemur,Goat,Mandrill,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	656.5473	8.6885
1793	"omnivores,herbivores,QC"	"Zebra,Sheep,Chimp,Rhino,Donkey,QC,Elephant,Goat,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	601.4797	7.4564
1794	"omnivores,herbivores,carnivores,QC"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Leopard,Tiger,Lemur,Goat,Bear,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	662.4776	7.7217
1795	"omnivores,herbivores,carnivores,QC"	"Zebra,Sheep,Chimp,Rhino,QC,Elephant,Tiger,Lemur,Goat,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	705.5077	7.6031
1796	"omnivores,herbivores,carnivores,Pellets,Straw,Meat,QC"	"Zebra,Straw,Lion,Sheep,Chimp,Coati,Rhino,Donkey,QC,Elephant,Pellets,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	153.0183	0.5789
1797	"omnivores,herbivores,Straw"	"Zebra,Straw,Chimp,Rhino,Elephant,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	267.0301	0.7277
1798	"omnivores,herbivores,Straw"	"Zebra,Straw,Chimp,Rhino,Elephant,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	281.0458	0.9471
1799	"omnivores,herbivores,carnivores,Fruit,Pellets,Straw"	"Straw,Sheep,Chimp,Coati,Fruit,Pellets,Capuchin,Lemur,Bear,Mandrill,CarnivorousCat,Gorilla"	"Feces,Food"	"(4S,5Z,6S)-4-(2-methoxy-2-oxoethyl)-5-[2-[(E)-3-phenylprop-2-enoyl]oxyethylidene]-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylic_acid"	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00004696276	0.00050354	0.833712	3.12711	161.0235	0.6872
1800	"omnivores,herbivores,carnivores,Straw"	"Straw,Sheep,Chimp,Rhino,Elephant,Tiger,Bear"	"Feces,Food"	NA	NA	NA	NA	NA	267.0664	0.8165
1801	"omnivores,herbivores,carnivores,Straw"	"Zebra,Straw,Sheep,Chimp,Coati,Rhino,Elephant,Hyena,Lemur,Goat,Bear,Gibbon"	"Feces,Food"	NA	NA	NA	NA	NA	297.0772	0.7906
1802	"omnivores,herbivores,Straw"	"Straw,Sheep,Chimp,Elephant,Lemur,Goat,Bear,Mandrill,Gibbon,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	299.0927	0.7976
1803	"omnivores,herbivores,Straw"	"Zebra,Straw,Chimp,Elephant,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	297.0406	1.0224
1804	"omnivores,Straw"	"Straw,Chimp"	"Feces,Food"	NA	NA	NA	NA	NA	349.0597	0.5855
1805	"omnivores,herbivores,carnivores,Plants,Straw,Meat,QC"	"Zebra,Straw,Lion,Chimp,QC,Mandrill,Plants,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	831.4939	4.5962
1806	"omnivores,herbivores,Straw,QC"	"Zebra,Straw,Sheep,Chimp,Coati,Rhino,QC,Elephant,Goat,Mandrill,Gibbon,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	329.1034	0.7471
1807	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	320.9971	0.6236
1808	"omnivores,herbivores,Straw"	"Zebra,Straw,Sheep,Chimp,Coati,Lemur,Bear"	"Feces,Food"	NA	NA	NA	NA	NA	285.0764	0.7093
1809	"omnivores,herbivores,Straw"	"Straw,Sheep,Chimp,Elephant,Goat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	313.072	0.7305
1810	"omnivores,herbivores,Pellets,Straw"	"Straw,Sheep,Chimp,Coati,Pellets,Lemur,Bear"	"Feces,Food"	NA	NA	NA	NA	NA	283.0614	0.6875
1811	Straw	Straw	Food	NA	NA	NA	NA	NA	297.0406	0.7398
1812	"omnivores,Straw"	"Straw,Chimp"	"Feces,Food"	NA	NA	NA	NA	NA	269.0821	0.8717
1813	"omnivores,herbivores,carnivores,Plants,Straw,QC"	"Zebra,Straw,Sheep,Chimp,Coati,Rhino,QC,Elephant,Capuchin,Lemur,Bear,Plants,CarnivorousCat,Gibbon,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	871.6661	12.1504
1814	"omnivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Straw,Lion,Blank,Coati,Wolf,QC,Fruit,Pellets,Leopard,Capuchin,Tiger,Lemur,Bear,Plants,CarnivorousCat,Meat"	"Feces,Food"	NA	NA	NA	NA	NA	451.3067	1.7339
1815	"omnivores,Straw"	"Straw,Chimp"	"Feces,Food"	NA	NA	NA	NA	NA	311.0564	0.8049
1816	"omnivores,carnivores,Straw"	"Straw,Chimp,CarnivorousCat"	"Feces,Food"	NA	NA	NA	NA	NA	331.119	0.8047
1817	"herbivores,Straw"	"Straw,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	266.0222	0.9514
1818	"Plants,Straw"	"Straw,Plants"	Food	NA	NA	NA	NA	NA	649.4191	3.9676
1819	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw"	"Zebra,Straw,Chimp,Coati,Elephant,Fruit,Pellets,Capuchin,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	973.6104	7.3841
1820	"omnivores,Wash,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Wash,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Wash,Food"	NA	NA	NA	NA	NA	254.2208	3.7997
1821	"herbivores,Straw"	"Zebra,Straw,Sheep"	"Feces,Food"	NA	NA	NA	NA	NA	387.312	4.7036
1822	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	1176.7794	9.8238
1823	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,QC"	"Zebra,Straw,Sheep,Chimp,Coati,Rhino,Donkey,QC,Elephant,Hyena,Fruit,Pellets,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,Plants,Gibbon,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	665.4641	5.2123
1824	"omnivores,Wash,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Wash,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Wash,Food"	NA	NA	NA	NA	NA	530.4664	11.8161
1825	"omnivores,herbivores,carnivores,QC"	"Zebra,Lion,Chimp,Coati,QC,Bear"	Feces	NA	NA	NA	NA	NA	334.9022	0.8066
1826	"omnivores,herbivores,carnivores,QC"	"Zebra,Lion,Chimp,Coati,QC,Bear"	Feces	NA	NA	NA	NA	NA	332.9052	0.8041
1827	"omnivores,herbivores,carnivores,QC"	"Zebra,Lion,Chimp,Coati,QC,Bear"	Feces	NA	NA	NA	NA	NA	336.8992	0.8061
1828	"omnivores,herbivores,carnivores,QC"	"Zebra,Lion,Chimp,Coati,QC,Bear"	Feces	NA	NA	NA	NA	NA	290.9123	0.8007
1829	"omnivores,herbivores,carnivores,QC"	"Zebra,Lion,Chimp,Coati,QC,Bear"	Feces	NA	NA	NA	NA	NA	288.9153	0.8007
1830	"omnivores,herbivores,carnivores,QC"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Leopard,Tiger,Lemur,Goat,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	631.5272	8.3994
1831	"omnivores,Wash,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Wash,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Wash,Food"	NA	NA	NA	NA	NA	270.2523	4.6837
1832	"omnivores,herbivores,carnivores,QC"	"Zebra,Lion,Sheep,Chimp,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Leopard,Tiger,Lemur,Goat,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	568.5291	8.3988
1833	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Meat,QC"	"Zebra,Straw,Lion,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	574.4979	9.0733
1834	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,QC,Elephant,Fruit,Pellets,Leopard,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	277.1811	1.5631
1835	"omnivores,herbivores,carnivores,Plants,Pellets,Straw,Meat,QC"	"Zebra,Straw,Sheep,Chimp,Coati,Rhino,Wolf,QC,Elephant,Hyena,Pellets,Capuchin,Goat,Bear,Mandrill,Plants,CarnivorousCat,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	160.0395	0.6741
1836	"omnivores,herbivores,QC"	"Chimp,QC,Elephant,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	NA	355.1189	0.5821
1837	"omnivores,herbivores,carnivores,QC"	"Zebra,Sheep,Chimp,Rhino,Donkey,Wolf,QC,Elephant,Goat,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	602.4929	8.3748
1838	"omnivores,carnivores,QC"	"Lion,Chimp,QC"	Feces	NA	NA	NA	NA	NA	158.9764	0.7284
1839	"omnivores,herbivores,carnivores,QC"	"Zebra,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Tiger,Lemur,Goat,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	616.4622	5.8498
1840	QC	QC	Feces	NA	NA	NA	NA	NA	473.1969	2.9199
1841	"omnivores,herbivores,carnivores,QC"	"Zebra,Sheep,Chimp,Rhino,Donkey,Wolf,QC,Elephant,Goat,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	575.4353	6.6653
1842	"omnivores,herbivores,carnivores,QC"	"Zebra,Sheep,Chimp,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Tiger,Lemur,Goat,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	691.4917	7.2042
1843	"omnivores,herbivores,carnivores,Plants,Pellets,Straw,Meat,QC"	"Zebra,Straw,Lion,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Pellets,Leopard,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	343.2127	0.6797
1844	"omnivores,herbivores,QC"	"Zebra,Sheep,Chimp,Rhino,Donkey,QC,Goat,Gorilla"	Feces	NA	NA	NA	NA	NA	1054.9389	16.2496
1845	"omnivores,herbivores,carnivores,QC"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,Wolf,QC,Elephant,Capuchin,Lemur,Goat,Bear,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	552.3913	4.243
1846	"omnivores,herbivores,carnivores,Meat,QC"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Leopard,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	229.1443	0.8426
1847	"omnivores,herbivores,carnivores,QC"	"Zebra,Sheep,Chimp,Coati,Rhino,QC,Elephant,Leopard,Capuchin,Lemur,Goat,Bear,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	745.5479	9.1439
1848	"omnivores,Wash,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Fruit,Pellets,Leopard,Capuchin,Tiger,Wash,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Wash,Food"	NA	NA	NA	NA	NA	683.5837	12.6774
1849	"omnivores,herbivores,carnivores,QC"	"Zebra,Sheep,Chimp,Rhino,Donkey,Wolf,QC,Elephant,Tiger,Goat,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	575.4351	6.6302
1850	QC	QC	Feces	NA	NA	NA	NA	NA	557.0304	3.9625
1851	"herbivores,QC"	"Zebra,Sheep,Rhino,QC,Goat"	Feces	NA	NA	NA	NA	NA	339.2541	0.7906
1852	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Straw,Lion,Blank,Sheep,Chimp,Coati,Wolf,QC,Hyena,Fruit,Pellets,Leopard,Tiger,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	487.2734	1.8689
1853	"omnivores,herbivores,carnivores,Plants,Pellets,Meat,QC"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Pellets,Leopard,Tiger,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	697.4643	4.3857
1854	"omnivores,herbivores,carnivores,QC"	"Zebra,Sheep,Chimp,Coati,Rhino,QC,Elephant,Hyena,Leopard,Capuchin,Lemur,Goat,Bear,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	773.5787	10.1966
1855	"omnivores,herbivores,carnivores,QC"	"Zebra,Lion,Sheep,Chimp,Rhino,Wolf,QC,Elephant,Hyena,Tiger,Lemur,Goat,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	540.4995	7.4913
1856	"omnivores,herbivores,carnivores,Plants,QC"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Leopard,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Gorilla"	"Feces,Food"	Spectral_Match_to_1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1'-rac-glycerol)_from_NIST14	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003136709	0.0113525	0.841662	15.1872	747.5184	7.4818
1857	"omnivores,herbivores,QC"	"Zebra,Sheep,Chimp,Rhino,Donkey,QC,Elephant,Goat,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	575.4354	6.2636
1858	"omnivores,Wash,herbivores,carnivores,Fruit,Meat,QC"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Leopard,Capuchin,Tiger,Wash,Lemur,Goat,Bear,Mandrill,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Wash,Food"	"NEPSILON,NEPSILON,NEPSILON-TRIMETHYLLYSINE"	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000578217	0.0117035	0.762089	62.537	187.1333	0.7705
1859	QC	QC	Feces	NA	NA	NA	NA	NA	475.1763	2.5271
1860	"omnivores,herbivores,carnivores,Plants,Pellets,Meat,QC"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Pellets,Leopard,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	337.3116	6.2248
1861	"omnivores,herbivores,carnivores,QC"	"Zebra,Lion,Chimp,Coati,Rhino,Wolf,QC,Elephant,Hyena,Leopard,Capuchin,Tiger,Lemur,Bear,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	357.218	2.9355
1862	"omnivores,herbivores,QC"	"Zebra,Sheep,Chimp,Rhino,Donkey,QC,Elephant,Goat,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	614.4831	6.7087
1863	"omnivores,Wash,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Wash,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Wash,Food"	NA	NA	NA	NA	NA	533.4216	8.5308
1864	"omnivores,herbivores,carnivores,QC"	"Zebra,Sheep,Chimp,Coati,Rhino,Donkey,QC,Elephant,Hyena,Lemur,Goat,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	481.3355	4.3444
1865	"omnivores,herbivores,carnivores,Meat,QC"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Leopard,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	614.5372	8.5752
1866	"omnivores,Wash,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Wash,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Wash,Food"	NA	NA	NA	NA	NA	472.9677	1.004
1867	"omnivores,herbivores,carnivores,Plants,Pellets,Straw,QC"	"Zebra,Straw,Sheep,Chimp,Coati,Rhino,QC,Elephant,Pellets,Capuchin,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	638.472	5.5034
1868	"omnivores,herbivores,carnivores,Pellets,QC"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,Wolf,QC,Elephant,Hyena,Pellets,Leopard,Tiger,Goat,Mandrill,CarnivorousCat,Gibbon,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	600.5124	9.299
1869	"omnivores,herbivores,carnivores,Meat,QC"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Tiger,Goat,Mandrill,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	585.4854	8.1458
1870	"omnivores,Wash,herbivores,carnivores,Plants,QC"	"Zebra,Sheep,Chimp,Rhino,Wolf,QC,Elephant,Hyena,Capuchin,Wash,Lemur,Goat,Mandrill,Plants,CarnivorousCat,Gibbon,Gorilla"	"Feces,Wash,Food"	NA	NA	NA	NA	NA	397.3325	4.8491
1871	"omnivores,herbivores,carnivores,Plants,Pellets,Meat,QC"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,Wolf,QC,Elephant,Pellets,Leopard,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	379.2473	2.4369
1872	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Meat,QC"	"Zebra,Straw,Lion,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	602.5295	10.1488
1873	"omnivores,herbivores,carnivores,QC"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Leopard,Tiger,Lemur,Goat,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	604.509	8.4042
1874	"omnivores,QC"	"Chimp,QC,Bear"	Feces	NA	NA	NA	NA	NA	256.939	0.609
1875	"omnivores,Wash,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Wash,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Wash,Food"	NA	NA	NA	NA	NA	325.1844	5.0682
1876	"omnivores,herbivores,carnivores,Pellets,Meat,QC"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,Wolf,QC,Elephant,Pellets,Capuchin,Lemur,Goat,Bear,Mandrill,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	520.3645	4.2816
1877	"omnivores,herbivores,carnivores,QC"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,Wolf,QC,Elephant,Hyena,Leopard,Tiger,Lemur,Goat,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	618.5247	8.8347
1878	QC	QC	Feces	NA	NA	NA	NA	NA	459.1817	2.5418
1879	"herbivores,QC"	"Sheep,QC,Goat"	Feces	NA	NA	NA	NA	NA	297.1134	5.4005
1880	"omnivores,herbivores,carnivores,QC"	"Zebra,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Capuchin,Tiger,Goat,Bear,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	966.5317	8.3354
1881	"omnivores,herbivores,carnivores,QC"	"Zebra,Sheep,QC,Tiger,Goat,Mandrill"	Feces	NA	NA	NA	NA	NA	517.3899	4.5569
1882	"omnivores,herbivores,carnivores,Straw,QC"	"Zebra,Straw,Sheep,Chimp,Rhino,Donkey,Wolf,QC,Elephant,Goat,Mandrill,Gibbon,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	538.4846	7.467
1883	"omnivores,herbivores,carnivores,QC"	"Zebra,Sheep,Chimp,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Leopard,Goat,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	546.4664	8.0283
1884	"omnivores,Wash,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Wash,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Wash,Food"	NA	NA	NA	NA	NA	312.1721	1.7541
1885	"omnivores,herbivores,carnivores,Meat,QC"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,Wolf,QC,Elephant,Hyena,Leopard,Tiger,Lemur,Bear,Mandrill,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	379.2257	4.5792
1886	"omnivores,herbivores,carnivores,Plants,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Leopard,Tiger,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	322.2025	2.7027
1887	"omnivores,herbivores,carnivores,QC"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,Wolf,QC,Elephant,Capuchin,Lemur,Goat,Bear,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	588.3673	4.2443
1888	"omnivores,herbivores,carnivores,Pellets,Meat,QC"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Pellets,Leopard,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	760.4599	4.4055
1889	"omnivores,herbivores,carnivores,QC"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,Wolf,QC,Elephant,Capuchin,Lemur,Goat,Bear,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	615.3866	4.2414
1890	"omnivores,herbivores,QC"	"Zebra,Sheep,Chimp,QC,Elephant,Goat,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	522.3722	5.2078
1891	"omnivores,herbivores,carnivores,QC"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,QC,Elephant,Leopard,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	729.5902	9.6401
1892	"omnivores,herbivores,carnivores,Plants,Pellets,Meat,QC"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Pellets,Leopard,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	351.2519	4.6792
